Name	IUPAC	SMILES
G_39401	NA	Oc1cc2cc(-c3ccccc3)c(=O)oc2cc1O
G_46091	NA	Cc1ccccc1-c1cc2cc(O)c(O)cc2oc1=O
G_44639	NA	Cc1cccc(c1)-c1cc2cc(O)c(O)cc2oc1=O
G_46227	NA	Cc1ccc(cc1)-c1cc2cc(O)c(O)cc2oc1=O
G_46909	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccccc2)C(=O)C1
G_46913	NA	Cc1ccc(cc1)C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_46914	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccccc2O)C(=O)C1
G_46915	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccc(O)cc2)C(=O)C1
G_46916	NA	COc1ccccc1C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_46917	NA	COc1ccc(cc1)C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_46918	NA	COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)c(OC)c1
G_46902	NA	CCOc1ccc(cc1)C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_46903	NA	CN(C)c1ccc(cc1)C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_46904	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccccc2Cl)C(=O)C1
G_46905	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2cccc(Br)c2)C(=O)C1
G_46906	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccc(O)c(Br)c2)C(=O)C1
G_46907	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccccc2N(=O)=O)C(=O)C1
G_46908	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccc(\C=C\c3ccccc3)cc2)C(=O)C1
G_46910	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccc(cc2)C(\Br)=C\c2ccccc2)C(=O)C1
G_46911	NA	CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c2ccco2)C(=O)C1
G_46912	NA	Cc1ccc(o1)C(C1C(=O)CC(C)(C)CC1=O)C1C(=O)CC(C)(C)CC1=O
G_38539	NA	OCC1OC(O[C@@H]2OC=C[C@H]3[C@H](O)C=C(COC(=O)c4ccc(O)cc4)[C@@H]23)C(O)C(O)C1O
G_38542	NA	OCC1OC(O[C@@H]2OC=C[C@H]3[C@H](O)C=C(COC(=O)c4ccc(O)c(O)c4)[C@@H]23)C(O)C(O)C1O
G_38543	NA	CC(C)CC(=O)OCC1=C[C@@H](O)[C@@H]2C=CC[C@H](OC3OC(CO)C(O)C(O)C3O)[C@H]12
G_39732	NA	COC(=O)C1=CO[C@@H](O)C2C(CO)C=CC12
G_38347	NA	COC(=O)[C@@H]1C2C=C[C@@]3(O)CO[C@@H](O[C@@H]1O)C23
G_38540	NA	COc1ccc(\C=C\C(=O)OC2C(C)OC(O[C@@H]3C=C(CO)C4C3C=CO[C@H]4OC3OC(CO)C(O)C(O)C3O)C(OC(C)=O)C2O)cc1
G_38541	NA	COc1ccc(\C=C\C(=O)OC2C(O)C(C)OC(O[C@@H]3[C@@H]4O[C@]4(CO)C4C3C=CO[C@H]4OC3OC(CO)C(O)C(O)C3O)C2OC(C)=O)cc1
G_19348	NA	O=C1C(Nc2ccccc12)=C(C#N)c1c[nH]c2ccccc12
G_39602	NA	OCC1OC(SC(CC(OC(=O)CC2C(=O)Nc3ccccc23)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O
G_22076	NA	OCC1OC(SC(CC(OC(=O)CC2(O)C(=O)Nc3ccccc23)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O
G_46812	NA	OCC1OC(SC(Cc2cc3ccccc3n2S(O)(=O)=O)=NOS(O)(=O)=O)C(O)C(O)C1O
G_39983	NA	OC1C(COC(=O)CC(O)=O)OC(Oc2c[nH]c3ccccc23)C(O)C1=O
G_39984	NA	OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(=O)C1O
G_39731	NA	COc1ccc2CN(C)CC3=C[C@H](O)C[C@@H]4Oc1c2[C@@H]34
G_44646	NA	Oc1ccc(O)c2c(O)c3c(C=O)occ3c(O)c12
G_46854	NA	OC1Cc2c(O)cc(OC=O)c(C=C)c2OC1c1ccc(O)c(O)c1
G_39713	NA	CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C(C(=O)c3ccc(O)c(O)c3)C(=O)C1(CC=C(C)C)C2=O
G_46069	NA	COc1cc(O)c(c(O)c1C(C)=O)-c1c(C)cc(O)c2C(=O)c3c(O)cccc3Cc12
G_40303	NA	NC(=O)C1=CN(CCC1)[C@@H]1OC(COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
G_40294	NA	Cc1nc2ccc(NC(=O)CCNC(=O)NCCOc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_40295	NA	CCCSc1nc2ccc(NC(=O)CCNC(=O)NCCOc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_40296	NA	Cc1nc2ccc(NC(=O)CCNC(=O)NCCOc3ccc(CCC(O)=O)cc3)cc2s1
G_40297	NA	Cc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_40298	NA	Cc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(OC(C(O)=O)C(O)=O)cc3)cc2s1
G_40299	NA	CCCSc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_40300	NA	CCCSc1nc2ccc(NC(=O)CCNC(=O)NCCc3ccc(OC(C(O)=O)C(O)=O)cc3)cc2s1
G_40301	NA	Cc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_40302	NA	CCCSc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1
G_46350	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46351	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CP(O)(O)=O)C(N)=O
G_46352	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCc1ccccc1)C(N)=O
G_46353	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCCc1ccccc1)C(N)=O
G_46354	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCCCc1ccccc1)C(N)=O
G_46355	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCCCCc1ccccc1)C(N)=O
G_46356	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCCCCCc1ccccc1)C(N)=O
G_46357	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(=O)OCCCCCCCCCCc1ccccc1)C(N)=O
G_46358	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCC=C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46359	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCc1cccs1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46360	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46361	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46362	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46363	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46364	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46365	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46366	NA	CC(C)C[C@H](NC(=O)C1CCCN1C(C)=O)C(=O)N[C@@H](Cc1cncn1CCCCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)OP(O)(O)=O)C(N)=O
G_46367	NA	COCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CP(O)(O)=O)C(N)=O
G_46368	NA	COCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CP(O)(O)=O)C(N)=O
G_47743	NA	CC(CCc1ccc(OCc2cc(ccc2F)C(F)(F)F)cc1)(C(=O)NO)S(C)(=O)=O
G_47744	NA	CC(CCc1ccccc1OCCC1CCOCC1)(C(=O)NO)S(C)(=O)=O
G_47745	NA	CC(Oc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1)c1ccccc1
G_47746	NA	Cc1ccc(Cc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1
G_47747	NA	CC(CCc1ccc(OCc2cc(F)ccc2C#N)cc1)(C(=O)NO)S(C)(=O)=O
G_47748	NA	CC(CCc1ccc(OCc2ccccc2C#N)cc1)(C(=O)NO)S(C)(=O)=O
G_47749	NA	Cc1ccc(OCc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1
G_47750	NA	Cc1cccnc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1
G_47751	NA	CC(CCc1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47752	NA	Cc1cccc(Cc2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)c1
G_47753	NA	Cc1nncn1-c1ccc(OCCOc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)cc1
G_47754	NA	Cc1ccc(F)c(c1)-c1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1
G_47755	NA	CC(C)CCOc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1
G_47756	NA	CC(CCc1ccc(OCc2c(F)cc(F)cc2F)cc1)(C(=O)NO)S(C)(=O)=O
G_47757	NA	CC(CCc1ccc(OCc2ccc(F)cc2F)cc1)(C(=O)NO)S(C)(=O)=O
G_47758	NA	CCCCCc1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1
G_47759	NA	CC(CCc1ccc(OCc2cccc3cccnc23)cc1)(C(=O)NO)S(C)(=O)=O
G_47760	NA	CC(CCc1ccc(OCCCOc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47761	NA	CC(CCc1ccc(OCc2nc(no2)-c2cccc(Cl)c2)cc1)(C(=O)NO)S(C)(=O)=O
G_47762	NA	CC(C)c1ccc(cc1)-c1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1
G_47763	NA	CC(CCc1ccc(OCc2nc(no2)C2CCC2)cc1)(C(=O)NO)S(C)(=O)=O
G_47764	NA	CC(CCc1ccc(OCc2ccc(cc2)C(F)(F)F)cc1)(C(=O)NO)S(C)(=O)=O
G_47765	NA	Cc1oc(nc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1)-c1cccc(F)c1
G_47766	NA	CC(CCc1ccc(OCc2cccnc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47767	NA	CC(CCc1ccc(OCc2ccccc2-n2cccn2)cc1)(C(=O)NO)S(C)(=O)=O
G_47768	NA	CC(CCc1ccc(OCc2nc(no2)-c2cccnc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47769	NA	CCc1ccccc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1
G_47770	NA	CC(CCc1ccc(OCc2ccc(Cl)cc2F)cc1)(C(=O)NO)S(C)(=O)=O
G_47771	NA	CC(CCc1ccc(OCc2nc(no2)-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47772	NA	CC(CCc1ccc(OCc2ccc(cc2)S(C)(=O)=O)cc1)(C(=O)NO)S(C)(=O)=O
G_47773	NA	Cc1cccc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)c1
G_47774	NA	CC(CCc1ccc(OCCc2ccncc2)cc1)(C(=O)NO)S(C)(=O)=O
G_47775	NA	CC(CCc1ccc(OCCC2CCCC2)cc1)(C(=O)NO)S(C)(=O)=O
G_47776	NA	CC(CCc1ccc(OCCCC2CCCC2)cc1)(C(=O)NO)S(C)(=O)=O
G_47777	NA	CC(CCc1ccc(OCCC2CCCCC2)cc1)(C(=O)NO)S(C)(=O)=O
G_47778	NA	CC(CCc1ccc(OCCCC2CCCCC2)cc1)(C(=O)NO)S(C)(=O)=O
G_47779	NA	CCCC(C)(O)C1CCC(CC1)N1C(c2ccc(Cl)cc2)c2cc(OC(C)C)c(OC)cc2CC1=O
G_47674	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCC3(CC#N)CC3)c12)C(=O)NCCO
G_47675	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCC3(CC#N)CC3)c2c1C
G_47676	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCC(F)(F)F)c2c1C
G_47677	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCC(F)F)c12)C(N)=O
G_47678	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCC(F)F)c12)C(=O)NCCO
G_47679	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCC(F)F)c2c1C
G_47680	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCC3CC3(F)F)c12)C(=O)NCCO
G_47681	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCC3CC3(F)F)c12)C(N)=O
G_47682	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCC3CC3(F)F)c2c1C
G_47683	NA	COCC(CF)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCO)c(C)c12
G_47684	NA	COCC(CF)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCCN(C)C)c(C)c12
G_40110	NA	C\C1=C/CC(OC(=O)c2ccc(O)cc2)\C(C)=C\[C@@H](O)C(C)(C)CCC1
G_40115	NA	CC(=O)O[C@@H]1\C=C(C)\C(C\C=C(C)\CCCC1(C)C)OC(=O)c1ccc(O)cc1
G_40116	NA	CC(=O)Oc1ccc(cc1)C(=O)OC1C\C=C(C)\CCCC(C)(C)[C@H](O)\C=C1/C
G_40117	NA	CC(=O)O[C@@H]1\C=C(C)\C(C\C=C(C)\CCCC1(C)C)OC(=O)c1ccc(OC(C)=O)cc1
G_40118	NA	C\C1=C/CC(OC(=O)c2ccccc2)\C(C)=C\[C@@H](O)C(C)(C)CCC1
G_40119	NA	C\C1=C/CC(OC(=O)c2ccc(F)cc2)\C(C)=C\[C@@H](O)C(C)(C)CCC1
G_40120	NA	Oc1ccc(cc1)C(=O)OC1CCCCCCC1
G_40111	NA	Oc1ccc(cc1)C(=O)OC1CCCCCCCCCCC1
G_40112	NA	C\C1=C/[C@@H](O)C(C)(C)CCC[C@@]2(C)O[C@@H]2CC1OC(=O)c1ccc(O)cc1
G_40113	NA	C\C1=C/CC(OC(=O)c2ccc(O)cc2)[C@@]2(C)O[C@@H]2[C@@H](O)C(C)(C)CCC1
G_40114	NA	C\C1=C/[C@@H](O)C(C)(C)CCC[C@](C)(O)[C@@H](O)CC1OC(=O)c1ccc(O)cc1
G_47685	NA	CC(CF)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCCN(C)C)c(C)c12
G_47686	NA	CC(CF)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCO)c(C)c12
G_47687	NA	CC(CF)Oc1cc(F)ccc1Nc1ncnc2sc(C(N)=O)c(C)c12
G_47688	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OC(CO)CO)c12)C(=O)NCCO
G_47689	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OC(CO)CO)c12)C(N)=O
G_47690	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OC(CO)CO)c2c1C
G_47691	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCCO)c12)C(N)=O
G_47692	NA	Cc1c(sc2ncnc(Nc3ccc(F)cc3OCCO)c12)C(=O)NCCO
G_47693	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCCO)c2c1C
G_47694	NA	COCC(C)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCCN(C)C)c(C)c12
G_47695	NA	COCC(C)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCO)c(C)c12
G_47696	NA	COCC(C)Oc1cc(F)ccc1Nc1ncnc2sc(C(N)=O)c(C)c12
G_47697	NA	CN(C)CCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OCCC(F)(F)F)c2c1C
G_47698	NA	CC(F)COc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCCN(C)C)c(C)c12
G_47699	NA	CC(CC(F)(F)F)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NC3CCN(C)CC3)c(C)c12
G_47700	NA	CC(CC(F)(F)F)Oc1cc(F)ccc1Nc1ncnc2sc(C(=O)NCCCN3CCCC3)c(C)c12
G_47533	NA	CNC(=O)c1n(nc2cc(N(CCCC(=O)OC)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(Br)cc1
G_47532	NA	CNC(=O)c1n(nc2cc(N(CCCNC(=O)C3CCOC3)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(Nc2ccc(F)cc2)cc1
G_47535	NA	CO[C@]1(CCN(CC(=O)N2CCC(CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1
G_47534	NA	CO[C@]1(CCN(CC(=O)N2CCC(CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccnc(c3)C3CC3)c2c1
G_47541	NA	COC(C)(C)[C@@H](N(CC[C@H](N)CF)C(=O)[C@@H]1CCCO1)c1nc(nn1Cc1cccc(F)c1)-c1cc(F)ccc1F
G_47542	NA	COC(C)(C)[C@@H](N(CC[C@H](N)CF)C(=O)[C@H](C)O)c1nc(nn1Cc1cccc(F)c1)-c1cc(F)ccc1F
G_47543	NA	CCN1C[C@H](F)[C@H](CN([C@@H](c2nc(nn2Cc2cccc(F)c2)-c2cc(F)ccc2F)C(C)(C)OC)C(=O)[C@@H]2CCCO2)C1
G_47536	NA	COC(C)(C)[C@@H](N(C[C@@H]1CNC[C@@H]1F)C(=O)[C@@H]1CCCO1)c1nc(nn1Cc1cccc(F)c1)-c1cc(F)ccc1F
G_47537	NA	COC(C)(C)[C@@H](N(CC[C@H](N)CF)C(=O)[C@@H]1CCCO1)c1nc(nn1Cc1ccccc1)-c1cc(F)ccc1F
G_47538	NA	COC(C)(C)[C@@H](N(C[C@@H]1CNC[C@@H]1F)C(=O)[C@H](C)O)c1nc(nn1Cc1cccc(F)c1)-c1cc(F)ccc1F
G_47539	NA	COC(C)(C)[C@@H](N(C[C@@H]1CNC[C@@H]1F)C(=O)[C@@H]1CCCO1)c1nc(nn1Cc1ccccc1)-c1cc(F)ccc1F
G_47540	NA	COC(C)(C)[C@@H](N(CC[C@H](N)CF)C(=O)[C@H](C)O)c1nc(nn1Cc1ccccc1)-c1cc(F)ccc1F
G_47508	NA	CC1(CCSC(N)=N1)c1cccc(c1)C(=O)Nc1ccc(Cl)cn1
G_47496	NA	CC1(CCSC(N)=N1)c1cc(Br)cc(NC(=O)c2cc3ccccc3s2)c1
G_47530	NA	CC1(CCSC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)cc(c1)C(F)(F)F
G_47524	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(Cl)cn2)c1
G_47517	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1
G_47515	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(cc2)C#N)c1
G_47509	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(cc2)C(F)(F)F)c1
G_47514	NA	COCc1cc(NC(=O)c2ccc(C)cc2)cc(c1)C1(C)CCSC(N)=N1
G_47501	NA	COCc1cc(NC(=O)c2ccc(Br)cc2)cc(c1)C1(C)CCSC(N)=N1
G_47512	NA	COCc1cc(NC(=O)c2ccc(Cl)cc2)cc(c1)C1(C)CCSC(N)=N1
G_47527	NA	COCc1cc(NC(=O)c2ccc(F)cc2)cc(c1)C1(C)CCSC(N)=N1
G_47518	NA	COCc1cc(NC(=O)c2ccc(cc2)C(F)(F)F)cc(c1)C1(C)CCSC(N)=N1
G_47519	NA	COCc1cc(NC(=O)c2ccc(OC(F)(F)F)cc2)cc(c1)C1(C)CCSC(N)=N1
G_47506	NA	COCc1cc(NC(=O)c2ccco2)cc(c1)C1(C)CCSC(N)=N1
G_47510	NA	COCc1cc(NC(=O)c2ccc(Cl)cn2)cc(c1)C1(C)CCSC(N)=N1
G_47529	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2nc3ccccc3s2)c1
G_47507	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(F)cn2)c1
G_47505	NA	CC1(CCSC(N)=N1)c1cc(NC(=O)c2ccco2)cc(c1)C(F)(F)F
G_47503	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(cn2)C(F)(F)F)c1
G_47516	NA	C[C@@H](NC(=O)c1ccc(s1)C1(C)CCSC(N)=N1)c1ccccc1
G_47520	NA	CC1(CCSC(N)=N1)c1cc(Cl)cc(NC(=O)c2ccc(Br)cc2)c1
G_47531	NA	CC1(CCSC(N)=N1)c1cc(Cl)cc(NC(=O)c2nc3ccccc3s2)c1
G_47525	NA	CC1(CCSC(N)=N1)c1cc(Cl)cc(NC(=O)c2ccco2)c1
G_47521	NA	CC1(CCSC(N)=N1)c1cc(Cl)cc(NC(=O)c2ccc(Cl)cn2)c1
G_47526	NA	CC1(CCSC(N)=N1)c1cc(Cl)cc(NC(=O)c2cc3ccccc3s2)c1
G_47528	NA	CC1(CCSC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)cc(c1)C(F)(F)F
G_47499	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(Br)cn2)c1
G_47523	NA	NC1=NC(CCS1)c1cccc(NC(=O)c2ccc(Cl)cn2)c1
G_47513	NA	Cc1cc(C)c(o1)C(=O)Nc1cc(Br)cc(c1)C1(C)CCSC(N)=N1
G_47498	NA	CC1(CCSC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F
G_47502	NA	CC1(CCSC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1Cl
G_47522	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ccc(cn2)C(N)=O)c1
G_47504	NA	CC1(CCSC(N)=N1)c1cccc(NC(=O)c2ncc(Cl)cc2Cl)c1
G_47511	NA	Cc1cnc(cn1)C(=O)Nc1cccc(c1)C1(C)CCSC(N)=N1
G_47500	NA	CC(C)Oc1cc(NC(=O)c2ccc(Cl)cn2)cc(c1)C1(C)CCSC(N)=N1
G_47497	NA	COc1cc(NC(=O)c2ccc(Cl)cn2)cc(c1)C1(C)CCSC(N)=N1
G_47005	NA	Cn1cnc2cc(\C=C\C(=O)NO)ccc12
G_47006	NA	OCC(O)Cn1c(CCc2ccccc2)nc2cc(\C=C\C(=O)NO)ccc12
G_39017	NA	ONC(=O)\C=C\c1ccc2n(Cc3ccccc3)c(CCc3ccccc3)nc2c1
G_47544	NA	CCc1ccc(cc1)-c1ccc(CNCCCP(O)(O)=O)nc1-c1ccccc1
G_38256	NA	COC1CN(C)CCN1c1ccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)cc1
G_38267	NA	CN1CCN(CC1)c1ccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)cc1
G_38270	NA	CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3)S(=O)(=O)N3CCC(O)CC3)nc12
G_38271	NA	CC1CCN(CC1)S(=O)(=O)c1ccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)cc1
G_27370	NA	CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3)S(N)(=O)=O)nc12
G_38272	NA	CCN1CCN(CC1)C(=O)c1ccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)cc1
G_38273	NA	CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)cc1
